GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,ZCTA,SABINSA,TOTAL,URBAN,URBAN_AREAS,URBAN_CLUSTER,RURAL,NONDF,Rural_Dummy
G32145,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32145,,,,,ZCTA5 32145,32145,,5456,0,0,0,5456,0,1
G32147,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32147,,,,,ZCTA5 32147,32147,,593,0,0,0,593,0,1
G32148,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32148,,,,,ZCTA5 32148,32148,,11201,5805,0,5805,5396,0,0
G32157,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32157,,,,,ZCTA5 32157,32157,,407,150,0,150,257,0,1
G32159,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32159,,,,,ZCTA5 32159,32159,,28867,25175,25175,0,3692,0,0
G32162,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32162,,,,,ZCTA5 32162,32162,,45180,44387,44387,0,793,0,0
G32164,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32164,,,,,ZCTA5 32164,32164,,41616,41315,41315,0,301,0,0
G32168,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32168,,,,,ZCTA5 32168,32168,,23642,18660,18660,0,4982,0,0
G32169,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32169,,,,,ZCTA5 32169,32169,,9816,9026,9026,0,790,0,0
G32174,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32174,,,,,ZCTA5 32174,32174,,47552,40296,40296,0,7256,0,0
G32176,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32176,,,,,ZCTA5 32176,32176,,14339,14339,14339,0,0,0,0
G32177,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32177,,,,,ZCTA5 32177,32177,,27132,18986,0,18986,8146,0,0
G32179,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32179,,,,,ZCTA5 32179,32179,,8156,2556,1858,698,5600,0,1
G32180,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32180,,,,,ZCTA5 32180,32180,,4218,0,0,0,4218,0,1
G32181,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32181,,,,,ZCTA5 32181,32181,,2551,0,0,0,2551,0,1
G32187,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32187,,,,,ZCTA5 32187,32187,,1713,834,0,834,879,0,1
G32189,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32189,,,,,ZCTA5 32189,32189,,5807,2207,0,2207,3600,0,1
G32190,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32190,,,,,ZCTA5 32190,32190,,1170,0,0,0,1170,0,1
G32193,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32193,,,,,ZCTA5 32193,32193,,825,0,0,0,825,0,1
G32195,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32195,,,,,ZCTA5 32195,32195,,3328,563,563,0,2765,0,1
G32202,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32202,,,,,ZCTA5 32202,32202,,7915,7915,7915,0,0,0,0
G32204,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32204,,,,,ZCTA5 32204,32204,,6906,6906,6906,0,0,0,0
G32205,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32205,,,,,ZCTA5 32205,32205,,28225,28225,28225,0,0,0,0
G32206,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32206,,,,,ZCTA5 32206,32206,,17669,17669,17669,0,0,0,0
G32207,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32207,,,,,ZCTA5 32207,32207,,33306,33306,33306,0,0,0,0
G32208,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32208,,,,,ZCTA5 32208,32208,,30879,30879,30879,0,0,0,0
G32209,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32209,,,,,ZCTA5 32209,32209,,34305,34305,34305,0,0,0,0
G32210,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32210,,,,,ZCTA5 32210,32210,,59080,59080,59080,0,0,0,0
G32211,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32211,,,,,ZCTA5 32211,32211,,30501,30501,30501,0,0,0,0
G32212,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32212,,,,,ZCTA5 32212,32212,,1959,1959,1959,0,0,0,0
G32216,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32216,,,,,ZCTA5 32216,32216,,34876,34876,34876,0,0,0,0
G32217,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32217,,,,,ZCTA5 32217,32217,,18817,18817,18817,0,0,0,0
G32218,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32218,,,,,ZCTA5 32218,32218,,53473,47448,47448,0,6025,0,0
G32219,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32219,,,,,ZCTA5 32219,32219,,11886,7444,7444,0,4442,0,0
G32220,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32220,,,,,ZCTA5 32220,32220,,12946,9452,9452,0,3494,0,0
G32221,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32221,,,,,ZCTA5 32221,32221,,27918,26889,26889,0,1029,0,0
G32222,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32222,,,,,ZCTA5 32222,32222,,8691,8513,8513,0,178,0,0
G32223,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32223,,,,,ZCTA5 32223,32223,,23980,23980,23980,0,0,0,0
G32224,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32224,,,,,ZCTA5 32224,32224,,38934,38756,38756,0,178,0,0
G32225,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32225,,,,,ZCTA5 32225,32225,,52485,52105,52105,0,380,0,0
G32226,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32226,,,,,ZCTA5 32226,32226,,15761,10852,10852,0,4909,0,0
G32227,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32227,,,,,ZCTA5 32227,32227,,2149,2149,2149,0,0,0,0
G32228,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32228,,,,,ZCTA5 32228,32228,,314,314,314,0,0,0,0
G32233,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32233,,,,,ZCTA5 32233,32233,,23673,23673,23673,0,0,0,0
G32234,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32234,,,,,ZCTA5 32234,32234,,6606,0,0,0,6606,0,1
G32244,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32244,,,,,ZCTA5 32244,32244,,57369,57369,57369,0,0,0,0
G32246,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32246,,,,,ZCTA5 32246,32246,,48789,48789,48789,0,0,0,0
G32250,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32250,,,,,ZCTA5 32250,32250,,25356,25356,25356,0,0,0,0
G32254,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32254,,,,,ZCTA5 32254,32254,,13570,13505,13505,0,65,0,0
G32256,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32256,,,,,ZCTA5 32256,32256,,38483,38337,38337,0,146,0,0
G32257,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32257,,,,,ZCTA5 32257,32257,,36430,36430,36430,0,0,0,0
G32258,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32258,,,,,ZCTA5 32258,32258,,26759,26365,26365,0,394,0,0
G32259,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32259,,,,,ZCTA5 32259,32259,,36917,33922,33922,0,2995,0,0
G32266,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32266,,,,,ZCTA5 32266,32266,,7037,7037,7037,0,0,0,0
G32277,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32277,,,,,ZCTA5 32277,32277,,29517,29517,29517,0,0,0,0
G32301,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32301,,,,,ZCTA5 32301,32301,,29321,29298,29298,0,23,0,0
G32303,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32303,,,,,ZCTA5 32303,32303,,47359,45052,45052,0,2307,0,0
G32304,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32304,,,,,ZCTA5 32304,32304,,46145,45826,45826,0,319,0,0
G32305,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32305,,,,,ZCTA5 32305,32305,,20073,13446,11471,1975,6627,0,0
G32308,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32308,,,,,ZCTA5 32308,32308,,21586,21543,21543,0,43,0,0
G32309,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32309,,,,,ZCTA5 32309,32309,,30159,23597,23597,0,6562,0,0
G32310,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32310,,,,,ZCTA5 32310,32310,,17402,12218,12218,0,5184,0,0
G32311,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32311,,,,,ZCTA5 32311,32311,,17493,13270,13270,0,4223,0,0
G32312,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32312,,,,,ZCTA5 32312,32312,,31869,27643,27643,0,4226,0,0
G32317,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32317,,,,,ZCTA5 32317,32317,,14067,9681,9681,0,4386,0,0
G32320,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32320,,,,,ZCTA5 32320,32320,,3858,2746,0,2746,1112,0,0
G32321,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32321,,,,,ZCTA5 32321,32321,,6460,0,0,0,6460,0,1
G32322,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32322,,,,,ZCTA5 32322,32322,,4007,0,0,0,4007,0,1
G32323,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32323,,,,,ZCTA5 32323,32323,,217,0,0,0,217,0,1
G32324,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32324,,,,,ZCTA5 32324,32324,,5445,3375,0,3375,2070,0,0
G32327,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32327,,,,,ZCTA5 32327,32327,,26953,11794,0,11794,15159,0,1
G32328,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32328,,,,,ZCTA5 32328,32328,,3149,945,0,945,2204,0,1
G32330,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32330,,,,,ZCTA5 32330,32330,,804,0,0,0,804,0,1
G32331,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32331,,,,,ZCTA5 32331,32331,,4242,0,0,0,4242,0,1
G32332,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32332,,,,,ZCTA5 32332,32332,,1642,0,0,0,1642,0,1
G32333,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32333,,,,,ZCTA5 32333,32333,,11330,3059,288,2771,8271,0,1
G32334,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32334,,,,,ZCTA5 32334,32334,,1904,0,0,0,1904,0,1
G32336,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32336,,,,,ZCTA5 32336,32336,,1391,0,0,0,1391,0,1
G32340,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32340,,,,,ZCTA5 32340,32340,,11808,3843,0,3843,7965,0,1
G32343,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32343,,,,,ZCTA5 32343,32343,,3044,334,334,0,2710,0,1
G32344,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32344,,,,,ZCTA5 32344,32344,,13193,0,0,0,13193,0,1
G32346,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32346,,,,,ZCTA5 32346,32346,,1693,0,0,0,1693,0,1
G32347,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32347,,,,,ZCTA5 32347,32347,,8057,3045,0,3045,5012,0,1
G32348,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32348,,,,,ZCTA5 32348,32348,,12442,3888,0,3888,8554,0,1
G32350,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32350,,,,,ZCTA5 32350,32350,,1417,0,0,0,1417,0,1
G32351,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32351,,,,,ZCTA5 32351,32351,,17486,9292,0,9292,8194,0,0
G32352,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32352,,,,,ZCTA5 32352,32352,,6638,0,0,0,6638,0,1
G32355,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32355,,,,,ZCTA5 32355,32355,,312,0,0,0,312,0,1
G32356,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32356,,,,,ZCTA5 32356,32356,,129,0,0,0,129,0,1
G32358,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32358,,,,,ZCTA5 32358,32358,,2145,0,0,0,2145,0,1
G32359,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32359,,,,,ZCTA5 32359,32359,,1721,0,0,0,1721,0,1
G32361,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32361,,,,,ZCTA5 32361,32361,,252,0,0,0,252,0,1
G32399,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32399,,,,,ZCTA5 32399,32399,,2,2,2,0,0,0,0
G32401,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32401,,,,,ZCTA5 32401,32401,,22647,22647,22647,0,0,0,0
G32403,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32403,,,,,ZCTA5 32403,32403,,2995,1575,1575,0,1420,0,0
G32404,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32404,,,,,ZCTA5 32404,32404,,38425,33859,30575,3284,4566,0,0
G32405,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32405,,,,,ZCTA5 32405,32405,,29980,29978,29978,0,2,0,0
G32407,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32407,,,,,ZCTA5 32407,32407,,9347,8924,8924,0,423,0,0
G32408,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32408,,,,,ZCTA5 32408,32408,,15352,15296,15296,0,56,0,0
G32409,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32409,,,,,ZCTA5 32409,32409,,8691,4128,4128,0,4563,0,1
G32410,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32410,,,,,ZCTA5 32410,32410,,740,0,0,0,740,0,1
G32413,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32413,,,,,ZCTA5 32413,32413,,13128,11210,11210,0,1918,0,0
G32420,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32420,,,,,ZCTA5 32420,32420,,2144,0,0,0,2144,0,1
G32421,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32421,,,,,ZCTA5 32421,32421,,4497,0,0,0,4497,0,1
G32423,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32423,,,,,ZCTA5 32423,32423,,1264,0,0,0,1264,0,1
G32424,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32424,,,,,ZCTA5 32424,32424,,7994,4751,0,4751,3243,0,0
G32425,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32425,,,,,ZCTA5 32425,32425,,14268,4230,0,4230,10038,0,1
G32426,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32426,,,,,ZCTA5 32426,32426,,942,0,0,0,942,0,1
G32427,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32427,,,,,ZCTA5 32427,32427,,1475,0,0,0,1475,0,1
G32428,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32428,,,,,ZCTA5 32428,32428,,17412,3846,0,3846,13566,0,1
G32430,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32430,,,,,ZCTA5 32430,32430,,1199,0,0,0,1199,0,1
G32431,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32431,,,,,ZCTA5 32431,32431,,4983,0,0,0,4983,0,1
G32432,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32432,,,,,ZCTA5 32432,32432,,89,0,0,0,89,0,1
G32433,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32433,,,,,ZCTA5 32433,32433,,16025,3532,0,3532,12493,0,1
G32435,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32435,,,,,ZCTA5 32435,32435,,6651,2280,0,2280,4371,0,1
G32437,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32437,,,,,ZCTA5 32437,32437,,679,0,0,0,679,0,1
G32438,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32438,,,,,ZCTA5 32438,32438,,4060,0,0,0,4060,0,1
G32439,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32439,,,,,ZCTA5 32439,32439,,7715,856,856,0,6859,0,1
G32440,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32440,,,,,ZCTA5 32440,32440,,7563,4037,0,4037,3526,0,0
G32442,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32442,,,,,ZCTA5 32442,32442,,3699,0,0,0,3699,0,1
G32443,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32443,,,,,ZCTA5 32443,32443,,2921,0,0,0,2921,0,1
G32444,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32444,,,,,ZCTA5 32444,32444,,18985,18947,18947,0,38,0,0
G32445,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32445,,,,,ZCTA5 32445,32445,,2644,0,0,0,2644,0,1
G32446,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32446,,,,,ZCTA5 32446,32446,,11075,2817,0,2817,8258,0,1
G32447,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32447,,,,,ZCTA5 32447,32447,,78,78,0,78,0,0,0
G32448,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32448,,,,,ZCTA5 32448,32448,,8684,3191,0,3191,5493,0,1
G32449,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32449,,,,,ZCTA5 32449,32449,,478,0,0,0,478,0,1
G32455,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32455,,,,,ZCTA5 32455,32455,,4736,0,0,0,4736,0,1
G32456,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32456,,,,,ZCTA5 32456,32456,,6966,3635,0,3635,3331,0,0
G32459,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32459,,,,,ZCTA5 32459,32459,,11457,6418,1906,4512,5039,0,0
G32460,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32460,,,,,ZCTA5 32460,32460,,5856,2133,0,2133,3723,0,1
G32461,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32461,,,,,ZCTA5 32461,32461,,13,0,0,0,13,0,1
G32462,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32462,,,,,ZCTA5 32462,32462,,3412,0,0,0,3412,0,1
G32463,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32463,,,,,ZCTA5 32463,32463,,114,0,0,0,114,0,1
G32464,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32464,,,,,ZCTA5 32464,32464,,3994,0,0,0,3994,0,1
G32465,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32465,,,,,ZCTA5 32465,32465,,9232,0,0,0,9232,0,1
G32466,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32466,,,,,ZCTA5 32466,32466,,5641,2533,0,2533,3108,0,1
G32501,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32501,,,,,ZCTA5 32501,32501,,11730,11730,11730,0,0,0,0
G32502,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32502,,,,,ZCTA5 32502,32502,,3298,3298,3298,0,0,0,0
G32503,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32503,,,,,ZCTA5 32503,32503,,32011,32011,32011,0,0,0,0
G32504,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32504,,,,,ZCTA5 32504,32504,,21441,21441,21441,0,0,0,0
G32505,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32505,,,,,ZCTA5 32505,32505,,28213,28213,28213,0,0,0,0
G32506,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32506,,,,,ZCTA5 32506,32506,,33846,33178,33178,0,668,0,0
G32507,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32507,,,,,ZCTA5 32507,32507,,28996,28677,28677,0,319,0,0
G32508,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32508,,,,,ZCTA5 32508,32508,,5852,5852,5852,0,0,0,0
G32509,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32509,,,,,ZCTA5 32509,32509,,660,660,660,0,0,0,0
G32511,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32511,,,,,ZCTA5 32511,32511,,1145,1145,1145,0,0,0,0
G32514,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32514,,,,,ZCTA5 32514,32514,,37399,37399,37399,0,0,0,0
G32526,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32526,,,,,ZCTA5 32526,32526,,36297,32098,32098,0,4199,0,0
G32530,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32530,,,,,ZCTA5 32530,32530,,38,38,38,0,0,0,0
G32531,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32531,,,,,ZCTA5 32531,32531,,5296,0,0,0,5296,0,1
G32533,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32533,,,,,ZCTA5 32533,32533,,26493,18943,18943,0,7550,0,0
G32534,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32534,,,,,ZCTA5 32534,32534,,14029,14029,14029,0,0,0,0
G32535,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32535,,,,,ZCTA5 32535,32535,,6326,2770,0,2770,3556,0,1
G32536,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32536,,,,,ZCTA5 32536,32536,,19709,16941,0,16941,2768,0,0
G32539,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32539,,,,,ZCTA5 32539,32539,,25079,15491,0,15491,9588,0,0
G32541,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32541,,,,,ZCTA5 32541,32541,,15565,15565,15565,0,0,0,0
G32542,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32542,,,,,ZCTA5 32542,32542,,3457,3303,3303,0,154,0,0
G32544,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32544,,,,,ZCTA5 32544,32544,,1818,1818,1818,0,0,0,0
G32547,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32547,,,,,ZCTA5 32547,32547,,32485,32480,32480,0,5,0,0
G32548,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32548,,,,,ZCTA5 32548,32548,,19343,19343,19343,0,0,0,0
G32550,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32550,,,,,ZCTA5 32550,32550,,5867,5864,5864,0,3,0,0
G32561,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32561,,,,,ZCTA5 32561,32561,,7899,6608,6608,0,1291,0,0
G32563,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32563,,,,,ZCTA5 32563,32563,,22406,22406,22406,0,0,0,0
G32564,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32564,,,,,ZCTA5 32564,32564,,2881,0,0,0,2881,0,1
G32565,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32565,,,,,ZCTA5 32565,32565,,5719,0,0,0,5719,0,1
G32566,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32566,,,,,ZCTA5 32566,32566,,33671,33533,33533,0,138,0,0
G32567,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32567,,,,,ZCTA5 32567,32567,,3510,0,0,0,3510,0,1
G32568,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32568,,,,,ZCTA5 32568,32568,,3122,0,0,0,3122,0,1
G32569,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32569,,,,,ZCTA5 32569,32569,,11235,11235,11235,0,0,0,0
G32570,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32570,,,,,ZCTA5 32570,32570,,28817,18663,18663,0,10154,0,0
G32571,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32571,,,,,ZCTA5 32571,32571,,28881,24578,24578,0,4303,0,0
G32577,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32577,,,,,ZCTA5 32577,32577,,4625,0,0,0,4625,0,1
G32578,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32578,,,,,ZCTA5 32578,32578,,30108,29953,29953,0,155,0,0
G32579,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32579,,,,,ZCTA5 32579,32579,,9997,9997,9997,0,0,0,0
G32580,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32580,,,,,ZCTA5 32580,32580,,3662,3658,3658,0,4,0,0
G32583,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32583,,,,,ZCTA5 32583,32583,,25586,15240,15240,0,10346,0,0
G32601,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32601,,,,,ZCTA5 32601,32601,,18585,18585,18585,0,0,0,0
G32603,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32603,,,,,ZCTA5 32603,32603,,6741,6741,6741,0,0,0,0
G32605,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32605,,,,,ZCTA5 32605,32605,,22925,22925,22925,0,0,0,0
G32606,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32606,,,,,ZCTA5 32606,32606,,21833,20621,20621,0,1212,0,0
G32607,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32607,,,,,ZCTA5 32607,32607,,29750,28730,28730,0,1020,0,0
G32608,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32608,,,,,ZCTA5 32608,32608,,45842,42674,42674,0,3168,0,0
G32609,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32609,,,,,ZCTA5 32609,32609,,18756,14548,14548,0,4208,0,0
G32612,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32612,,,,,ZCTA5 32612,32612,,5458,5458,5458,0,0,0,0
G32615,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32615,,,,,ZCTA5 32615,32615,,14295,5253,2011,3242,9042,0,1
G32616,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32616,,,,,ZCTA5 32616,32616,,872,872,0,872,0,0,0
G32617,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32617,,,,,ZCTA5 32617,32617,,4109,356,356,0,3753,0,1
