GISJOIN,YEAR,STUSAB,ZCTA5A,ZCTA_NAME,Total,Under0.5,0.5_0.99,1.00_1.24,1.25_1.49,1.50_1.84,1.85_1.99,Over2.0,Poverty_Dummy,Pct_Agg
G01349,2015-2019,US,1349,ZCTA5 01349,1388,15,37,56,72,62,22,1124,0,3.746397695
G01350,2015-2019,US,1350,ZCTA5 01350,87,2,11,17,9,5,3,40,0,14.94252874
G01351,2015-2019,US,1351,ZCTA5 01351,2114,42,117,47,40,45,15,1808,0,7.52128666
G01354,2015-2019,US,1354,ZCTA5 01354,1591,123,14,118,26,48,28,1234,0,8.610936518
G01355,2015-2019,US,1355,ZCTA5 01355,931,19,31,38,26,11,23,783,0,5.37056928
G01360,2015-2019,US,1360,ZCTA5 01360,2956,49,81,38,94,131,75,2488,0,4.397834912
G01364,2015-2019,US,1364,ZCTA5 01364,7656,224,540,365,511,436,218,5362,0,9.979101358
G01366,2015-2019,US,1366,ZCTA5 01366,1142,20,28,48,57,85,18,886,0,4.203152364
G01367,2015-2019,US,1367,ZCTA5 01367,610,106,2,21,14,37,22,408,0,17.70491803
G01368,2015-2019,US,1368,ZCTA5 01368,1377,78,30,49,10,63,53,1094,0,7.843137255
G01370,2015-2019,US,1370,ZCTA5 01370,3822,216,179,124,170,171,74,2888,0,10.33490319
G01373,2015-2019,US,1373,ZCTA5 01373,4830,67,133,182,23,304,41,4080,0,4.140786749
G01375,2015-2019,US,1375,ZCTA5 01375,3601,271,200,144,151,386,106,2343,0,13.07970008
G01376,2015-2019,US,1376,ZCTA5 01376,4893,257,432,267,202,425,244,3066,0,14.08134069
G01378,2015-2019,US,1378,ZCTA5 01378,788,28,27,55,57,9,9,603,0,6.979695431
G01379,2015-2019,US,1379,ZCTA5 01379,824,51,49,68,28,34,16,578,0,12.13592233
G01420,2015-2019,US,1420,ZCTA5 01420,38945,2738,3358,2597,1121,2049,1346,25736,0,15.65284375
G01430,2015-2019,US,1430,ZCTA5 01430,6184,75,33,63,0,371,29,5613,0,1.746442432
G01431,2015-2019,US,1431,ZCTA5 01431,3191,29,122,16,66,72,79,2807,0,4.732058916
G01432,2015-2019,US,1432,ZCTA5 01432,7625,146,368,33,73,117,73,6815,0,6.740983607
G01434,2015-2019,US,1434,ZCTA5 01434,873,147,39,0,0,69,0,618,0,21.30584192
G01436,2015-2019,US,1436,ZCTA5 01436,3284,1,126,78,240,217,59,2563,0,3.867235079
G01438,2015-2019,US,1438,ZCTA5 01438,694,32,0,0,0,0,0,662,0,4.610951009
G01440,2015-2019,US,1440,ZCTA5 01440,19396,1368,1330,878,619,1247,915,13039,0,13.91008455
G01450,2015-2019,US,1450,ZCTA5 01450,11223,239,187,403,227,179,21,9967,0,3.79577653
G01451,2015-2019,US,1451,ZCTA5 01451,4731,25,82,21,17,43,0,4543,0,2.261678292
G01452,2015-2019,US,1452,ZCTA5 01452,4708,39,253,59,55,213,65,4024,0,6.202209006
G01453,2015-2019,US,1453,ZCTA5 01453,41311,2246,2940,1347,1370,2472,1320,29616,0,12.55355716
G01460,2015-2019,US,1460,ZCTA5 01460,9945,213,262,62,187,173,47,9001,0,4.776269482
G01462,2015-2019,US,1462,ZCTA5 01462,11284,433,217,347,129,380,142,9636,0,5.760368664
G01463,2015-2019,US,1463,ZCTA5 01463,12052,394,209,60,176,149,133,10931,0,5.003318951
G01464,2015-2019,US,1464,ZCTA5 01464,6162,105,173,149,119,511,138,4967,0,4.511522233
G01467,2015-2019,US,1467,ZCTA5 01467,276,0,0,38,0,0,14,224,0,0
G01468,2015-2019,US,1468,ZCTA5 01468,4062,29,163,49,124,223,0,3474,0,4.726735598
G01469,2015-2019,US,1469,ZCTA5 01469,7637,65,210,156,110,236,254,6606,0,3.600890402
G01473,2015-2019,US,1473,ZCTA5 01473,7754,67,131,117,285,244,17,6893,0,2.553520763
G01474,2015-2019,US,1474,ZCTA5 01474,1769,13,68,39,27,75,30,1517,0,4.578858112
G01475,2015-2019,US,1475,ZCTA5 01475,10495,274,838,281,262,391,34,8415,0,10.59552168
G01501,2015-2019,US,1501,ZCTA5 01501,16491,305,207,290,607,997,215,13870,0,3.104723789
G01503,2015-2019,US,1503,ZCTA5 01503,3156,33,101,31,70,164,23,2734,0,4.245880862
G01504,2015-2019,US,1504,ZCTA5 01504,9230,104,248,148,184,371,147,8028,0,3.813651138
G01505,2015-2019,US,1505,ZCTA5 01505,4604,79,96,29,108,196,128,3968,0,3.801042572
G01506,2015-2019,US,1506,ZCTA5 01506,3441,26,81,304,103,111,28,2788,0,3.109561174
G01507,2015-2019,US,1507,ZCTA5 01507,13416,454,192,86,282,361,20,12021,0,4.815146094
G01510,2015-2019,US,1510,ZCTA5 01510,13877,514,613,510,948,687,102,10503,0,8.121351877
G01515,2015-2019,US,1515,ZCTA5 01515,2002,47,65,22,45,109,8,1706,0,5.594405594
G01516,2015-2019,US,1516,ZCTA5 01516,8859,94,215,120,26,123,56,8225,0,3.487978327
G01518,2015-2019,US,1518,ZCTA5 01518,3947,54,184,25,301,290,65,3028,0,6.029896124
G01519,2015-2019,US,1519,ZCTA5 01519,6998,126,179,112,109,177,108,6187,0,4.358388111
G01520,2015-2019,US,1520,ZCTA5 01520,15617,188,344,187,268,293,67,14270,0,3.406544151
G01521,2015-2019,US,1521,ZCTA5 01521,2630,82,49,67,122,57,6,2247,0,4.980988593
G01522,2015-2019,US,1522,ZCTA5 01522,3270,29,231,8,88,109,39,2766,0,7.951070336
G01523,2015-2019,US,1523,ZCTA5 01523,6392,138,138,64,23,92,272,5665,0,4.317897372
G01524,2015-2019,US,1524,ZCTA5 01524,6231,172,333,87,76,366,59,5138,0,8.1046381
G01525,2015-2019,US,1525,ZCTA5 01525,544,61,0,57,99,32,0,295,0,11.21323529
G01527,2015-2019,US,1527,ZCTA5 01527,13528,179,413,311,207,475,63,11880,0,4.376108811
G01529,2015-2019,US,1529,ZCTA5 01529,3243,41,192,73,102,94,65,2676,0,7.18470552
G01531,2015-2019,US,1531,ZCTA5 01531,1209,79,52,4,27,38,11,998,0,10.83540116
G01532,2015-2019,US,1532,ZCTA5 01532,14877,197,192,232,121,384,128,13623,0,2.614774484
G01534,2015-2019,US,1534,ZCTA5 01534,6145,85,250,31,35,59,127,5558,0,5.451586656
G01535,2015-2019,US,1535,ZCTA5 01535,4768,112,49,188,147,261,6,4005,0,3.376677852
G01536,2015-2019,US,1536,ZCTA5 01536,7517,415,259,84,36,179,68,6476,0,8.966342956
G01537,2015-2019,US,1537,ZCTA5 01537,2201,38,175,24,54,109,86,1715,0,9.677419355
G01540,2015-2019,US,1540,ZCTA5 01540,11477,282,691,242,263,303,169,9527,0,8.477825216
G01541,2015-2019,US,1541,ZCTA5 01541,3455,44,121,12,89,38,12,3139,0,4.77568741
G01542,2015-2019,US,1542,ZCTA5 01542,2503,11,30,21,0,74,60,2307,0,1.638034359
G01543,2015-2019,US,1543,ZCTA5 01543,8668,50,205,43,40,351,413,7566,0,2.941855099
G01545,2015-2019,US,1545,ZCTA5 01545,36949,496,963,600,737,780,262,33111,0,3.948686027
G01550,2015-2019,US,1550,ZCTA5 01550,16696,1371,2089,790,841,1421,398,9786,0,20.72352659
G01560,2015-2019,US,1560,ZCTA5 01560,4358,177,31,41,103,169,75,3762,0,4.772831574
G01561,2015-2019,US,1561,ZCTA5 01561,209,0,0,0,0,0,0,209,0,0
G01562,2015-2019,US,1562,ZCTA5 01562,11856,329,640,449,311,611,248,9268,0,8.173076923
G01564,2015-2019,US,1564,ZCTA5 01564,8036,54,175,113,31,300,130,7233,0,2.849676456
G01566,2015-2019,US,1566,ZCTA5 01566,5592,122,164,198,42,58,87,4921,0,5.114449213
G01568,2015-2019,US,1568,ZCTA5 01568,7871,96,103,53,88,191,97,7243,0,2.528268327
G01569,2015-2019,US,1569,ZCTA5 01569,13968,519,550,106,183,528,360,11722,0,7.653207331
G01570,2015-2019,US,1570,ZCTA5 01570,16430,797,785,843,607,1182,474,11742,0,9.628727937
G01571,2015-2019,US,1571,ZCTA5 01571,10540,346,248,136,332,748,250,8480,0,5.635673624
G01581,2015-2019,US,1581,ZCTA5 01581,18716,444,426,298,199,767,228,16354,0,4.648429152
G01583,2015-2019,US,1583,ZCTA5 01583,5635,164,359,79,28,113,93,4799,0,9.281277728
G01585,2015-2019,US,1585,ZCTA5 01585,4406,67,118,201,206,274,134,3406,0,4.198819791
G01588,2015-2019,US,1588,ZCTA5 01588,9625,372,188,205,218,279,130,8233,0,5.818181818
G01590,2015-2019,US,1590,ZCTA5 01590,9404,117,151,234,134,216,136,8416,0,2.849851127
G01602,2015-2019,US,1602,ZCTA5 01602,21511,1915,863,897,552,1050,297,15937,0,12.9143229
G01603,2015-2019,US,1603,ZCTA5 01603,19228,2127,1758,1270,807,1167,567,11532,0,20.20490951
G01604,2015-2019,US,1604,ZCTA5 01604,37848,2865,3249,1477,1362,3282,1129,24484,0,16.15409004
G01605,2015-2019,US,1605,ZCTA5 01605,27156,4068,3330,1471,1340,2102,882,13963,0,27.24259832
G01606,2015-2019,US,1606,ZCTA5 01606,19288,1080,984,581,792,1137,498,14216,0,10.70095396
G01607,2015-2019,US,1607,ZCTA5 01607,8127,712,726,283,516,675,618,4597,0,17.69410607
G01608,2015-2019,US,1608,ZCTA5 01608,4385,780,1129,356,155,385,64,1516,0,43.53477765
G01609,2015-2019,US,1609,ZCTA5 01609,17192,2008,1848,1066,669,1228,314,10059,0,22.42903676
G01610,2015-2019,US,1610,ZCTA5 01610,17264,2784,2128,1392,1532,1234,739,7455,0,28.45227062
G01611,2015-2019,US,1611,ZCTA5 01611,2277,99,20,0,117,88,0,1953,0,5.226174791
G01612,2015-2019,US,1612,ZCTA5 01612,4341,57,73,7,37,61,28,4078,0,2.994701682
G01701,2015-2019,US,1701,ZCTA5 01701,31966,375,1036,404,437,759,293,28662,0,4.414064944
G01702,2015-2019,US,1702,ZCTA5 01702,37519,1793,2626,1639,2470,2352,1240,25399,0,11.77803246
G01718,2015-2019,US,1718,ZCTA5 01718,790,20,34,0,0,0,0,736,0,6.835443038
G01719,2015-2019,US,1719,ZCTA5 01719,5561,170,79,23,204,127,58,4900,0,4.47761194
G01720,2015-2019,US,1720,ZCTA5 01720,22649,248,465,357,136,654,84,20705,0,3.148041856
G01721,2015-2019,US,1721,ZCTA5 01721,17655,303,379,308,270,590,76,15729,0,3.862928349
G01730,2015-2019,US,1730,ZCTA5 01730,13772,230,164,137,70,543,232,12396,0,2.860877142
G01731,2015-2019,US,1731,ZCTA5 01731,1980,0,0,96,29,126,104,1625,0,0
G01740,2015-2019,US,1740,ZCTA5 01740,5299,23,37,17,48,19,9,5146,0,1.132289111
G01741,2015-2019,US,1741,ZCTA5 01741,5193,76,102,127,20,7,20,4841,0,3.427691123
G01742,2015-2019,US,1742,ZCTA5 01742,17585,320,306,140,113,334,90,16282,0,3.559852147
G01745,2015-2019,US,1745,ZCTA5 01745,595,0,0,0,8,0,0,587,0,0
G01746,2015-2019,US,1746,ZCTA5 01746,14672,139,162,114,49,247,152,13809,0,2.051526718
G01747,2015-2019,US,1747,ZCTA5 01747,5891,45,193,206,66,142,16,5223,0,4.04006111
G01748,2015-2019,US,1748,ZCTA5 01748,17543,276,361,199,50,526,43,16088,0,3.631077923
G01749,2015-2019,US,1749,ZCTA5 01749,19887,247,698,231,272,599,210,17630,0,4.751847941
G01752,2015-2019,US,1752,ZCTA5 01752,39307,747,1470,1399,1710,1900,576,31505,0,5.640216755
G01754,2015-2019,US,1754,ZCTA5 01754,10708,240,167,166,70,122,101,9842,0,3.800896526
G01756,2015-2019,US,1756,ZCTA5 01756,6097,27,48,122,79,25,0,5796,0,1.23011317
G01757,2015-2019,US,1757,ZCTA5 01757,28658,1139,1757,606,854,1179,223,22900,0,10.1053807
G01760,2015-2019,US,1760,ZCTA5 01760,35397,464,572,661,577,973,172,31978,0,2.926801706
G01770,2015-2019,US,1770,ZCTA5 01770,4316,116,136,20,10,19,80,3935,0,5.838739574
G01772,2015-2019,US,1772,ZCTA5 01772,9501,158,143,96,93,321,47,8643,0,3.16808757
G01773,2015-2019,US,1773,ZCTA5 01773,4884,243,64,14,49,139,13,4362,0,6.285831286
G01775,2015-2019,US,1775,ZCTA5 01775,7117,112,134,34,27,111,97,6602,0,3.456512576
G01776,2015-2019,US,1776,ZCTA5 01776,18939,330,140,131,165,200,132,17841,0,2.481651618
G01778,2015-2019,US,1778,ZCTA5 01778,14032,293,118,8,139,142,18,13314,0,2.929019384
G01801,2015-2019,US,1801,ZCTA5 01801,40046,1645,866,1380,763,859,551,33982,0,6.270289167
G01803,2015-2019,US,1803,ZCTA5 01803,27584,658,381,283,571,556,321,24814,0,3.766676334
G01810,2015-2019,US,1810,ZCTA5 01810,34426,768,630,426,98,633,84,31787,0,4.060884215
G01821,2015-2019,US,1821,ZCTA5 01821,32783,557,597,460,503,727,406,29533,0,3.520117134
G01824,2015-2019,US,1824,ZCTA5 01824,25664,282,549,134,343,328,155,23873,0,3.237998753
G01826,2015-2019,US,1826,ZCTA5 01826,31133,985,1033,782,676,1413,369,25875,0,6.481868114
G01827,2015-2019,US,1827,ZCTA5 01827,3360,38,61,36,0,58,7,3160,0,2.946428571
G01830,2015-2019,US,1830,ZCTA5 01830,25759,1980,1170,1147,1427,913,338,18784,0,12.22873559
G01832,2015-2019,US,1832,ZCTA5 01832,23108,1148,1611,1281,978,1769,712,15609,0,11.93958802
G01833,2015-2019,US,1833,ZCTA5 01833,8685,127,146,47,118,298,48,7901,0,3.143350604
G01834,2015-2019,US,1834,ZCTA5 01834,6780,116,73,227,185,243,0,5936,0,2.787610619
G01835,2015-2019,US,1835,ZCTA5 01835,13793,418,1509,101,315,838,320,10292,0,13.97085478
G01840,2015-2019,US,1840,ZCTA5 01840,5555,541,1249,401,365,581,235,2183,0,32.22322232
G01841,2015-2019,US,1841,ZCTA5 01841,48316,3679,7309,3835,3128,5279,1616,23470,0,22.74194884
G01843,2015-2019,US,1843,ZCTA5 01843,24762,1971,2070,1467,1661,1278,861,15454,0,16.31936031
G01844,2015-2019,US,1844,ZCTA5 01844,49860,1706,2905,1295,1846,3175,800,38133,0,9.247894103
G01845,2015-2019,US,1845,ZCTA5 01845,29598,842,828,300,552,775,209,26092,0,5.642273127
G01850,2015-2019,US,1850,ZCTA5 01850,15906,1514,1490,734,1022,842,377,9927,0,18.88595499
G01851,2015-2019,US,1851,ZCTA5 01851,30298,1915,2753,1639,1355,1605,802,20229,0,15.40695755
G01852,2015-2019,US,1852,ZCTA5 01852,34857,3080,3251,1823,1677,1940,917,22169,0,18.16277936
G01854,2015-2019,US,1854,ZCTA5 01854,25351,3276,2889,1103,1161,1378,401,15143,0,24.31856731
G01860,2015-2019,US,1860,ZCTA5 01860,6809,116,115,79,73,274,113,6039,0,3.392568659
G01862,2015-2019,US,1862,ZCTA5 01862,9354,244,140,58,91,228,521,8072,0,4.105195638
G01863,2015-2019,US,1863,ZCTA5 01863,9357,217,223,92,147,413,36,8229,0,4.702361868
G01864,2015-2019,US,1864,ZCTA5 01864,15486,112,356,94,320,225,52,14327,0,3.022084463
G01867,2015-2019,US,1867,ZCTA5 01867,24906,259,441,342,356,384,300,22824,0,2.810567735
G01876,2015-2019,US,1876,ZCTA5 01876,30369,706,832,391,425,505,394,27116,0,5.064374856
G01879,2015-2019,US,1879,ZCTA5 01879,12443,394,186,150,231,486,49,10947,0,4.661255324
G01880,2015-2019,US,1880,ZCTA5 01880,26375,453,607,402,297,480,408,23728,0,4.018957346
G01886,2015-2019,US,1886,ZCTA5 01886,24342,148,352,206,329,459,144,22704,0,2.054062936
G01887,2015-2019,US,1887,ZCTA5 01887,23033,333,332,254,923,282,181,20728,0,2.887161898
G01890,2015-2019,US,1890,ZCTA5 01890,22458,203,313,208,321,323,42,21048,0,2.297622228
G01901,2015-2019,US,1901,ZCTA5 01901,2135,299,306,179,254,51,150,896,0,28.33723653
G01902,2015-2019,US,1902,ZCTA5 01902,49307,4018,5603,2832,3027,4030,1267,28530,0,19.51244245
G01904,2015-2019,US,1904,ZCTA5 01904,17248,708,562,378,828,786,260,13726,0,7.363172542
G01905,2015-2019,US,1905,ZCTA5 01905,24497,1746,2269,791,1026,2621,777,15267,0,16.38976201
G01906,2015-2019,US,1906,ZCTA5 01906,27919,957,1791,554,740,615,349,22913,0,9.842759411
G01907,2015-2019,US,1907,ZCTA5 01907,15010,214,248,65,367,276,81,13759,0,3.077948035
G01908,2015-2019,US,1908,ZCTA5 01908,3453,19,63,92,162,111,80,2926,0,2.374746597
G01913,2015-2019,US,1913,ZCTA5 01913,17193,583,502,184,540,725,167,14492,0,6.310707846
G01915,2015-2019,US,1915,ZCTA5 01915,38557,1487,2111,914,1059,1449,721,30816,0,9.331638872
G01921,2015-2019,US,1921,ZCTA5 01921,8282,18,0,118,46,71,0,8029,0,0.217338807
G01922,2015-2019,US,1922,ZCTA5 01922,3852,320,96,27,26,58,0,3325,0,10.79958463
G01923,2015-2019,US,1923,ZCTA5 01923,26936,869,929,584,308,762,415,23069,0,6.675081675
G01929,2015-2019,US,1929,ZCTA5 01929,3711,142,101,74,106,169,13,3106,0,6.548100243
G01930,2015-2019,US,1930,ZCTA5 01930,29939,1566,1425,1019,1007,1228,462,23232,0,9.990313638
G01937,2015-2019,US,1937,ZCTA5 01937,180,88,37,10,9,0,0,36,1,69.44444444
G01938,2015-2019,US,1938,ZCTA5 01938,13890,708,346,257,485,272,127,11695,0,7.588192945
G01940,2015-2019,US,1940,ZCTA5 01940,13434,204,107,175,287,142,221,12298,0,2.315021587
G01944,2015-2019,US,1944,ZCTA5 01944,5381,92,83,0,67,163,0,4976,0,3.252183609
G01945,2015-2019,US,1945,ZCTA5 01945,20383,478,427,428,363,480,431,17776,0,4.439974489
G01949,2015-2019,US,1949,ZCTA5 01949,8769,52,197,43,32,104,81,8260,0,2.839548409
G01950,2015-2019,US,1950,ZCTA5 01950,17829,210,849,529,449,270,85,15437,0,5.939761063
G01951,2015-2019,US,1951,ZCTA5 01951,3145,45,163,0,47,80,0,2810,0,6.613672496
G01952,2015-2019,US,1952,ZCTA5 01952,9353,301,299,209,250,350,295,7649,0,6.415053993
G01960,2015-2019,US,1960,ZCTA5 01960,52139,1520,2995,1184,1639,2499,966,41336,0,8.659544679
G01966,2015-2019,US,1966,ZCTA5 01966,7165,313,170,94,192,231,70,6095,0,6.741102582
G01969,2015-2019,US,1969,ZCTA5 01969,6285,223,51,74,99,116,37,5685,0,4.359586317
G01970,2015-2019,US,1970,ZCTA5 01970,41401,2203,3890,1524,1264,2324,752,29444,0,14.71703582
G01982,2015-2019,US,1982,ZCTA5 01982,7847,577,355,173,94,234,60,6354,0,11.8771505
G01983,2015-2019,US,1983,ZCTA5 01983,6454,10,285,69,104,92,45,5849,0,4.570808801
G01984,2015-2019,US,1984,ZCTA5 01984,3698,51,25,43,58,44,39,3438,0,2.055164954
G01985,2015-2019,US,1985,ZCTA5 01985,4621,93,109,18,30,36,8,4327,0,4.371348193
G02019,2015-2019,US,2019,ZCTA5 02019,16908,456,81,215,227,411,166,15352,0,3.176011356
G02021,2015-2019,US,2021,ZCTA5 02021,23084,291,648,307,187,534,189,20928,0,4.067752556
G02025,2015-2019,US,2025,ZCTA5 02025,8418,187,200,65,125,85,35,7721,0,4.597291518
G02026,2015-2019,US,2026,ZCTA5 02026,24300,547,537,386,674,902,314,20940,0,4.46090535
G02030,2015-2019,US,2030,ZCTA5 02030,6044,31,22,17,51,0,0,5923,0,0.876902713
G02032,2015-2019,US,2032,ZCTA5 02032,4176,112,77,0,0,157,16,3814,0,4.525862069
G02035,2015-2019,US,2035,ZCTA5 02035,17652,377,671,535,175,401,384,15109,0,5.937004305
G02038,2015-2019,US,2038,ZCTA5 02038,32151,759,535,289,242,775,287,29264,0,4.024758172
G02043,2015-2019,US,2043,ZCTA5 02043,23390,415,326,231,220,410,88,21700,0,3.168020522
G02045,2015-2019,US,2045,ZCTA5 02045,10455,317,181,86,355,454,114,8948,0,4.763271162
G02047,2015-2019,US,2047,ZCTA5 02047,97,0,0,0,0,25,0,72,0,0
G02048,2015-2019,US,2048,ZCTA5 02048,23892,349,412,248,319,648,255,21661,0,3.185166583
G02050,2015-2019,US,2050,ZCTA5 02050,26207,1119,593,209,470,363,306,23147,0,6.532605792
G02052,2015-2019,US,2052,ZCTA5 02052,12795,133,271,103,443,252,31,11562,0,3.157483392
G02053,2015-2019,US,2053,ZCTA5 02053,13212,201,428,256,77,141,80,12029,0,4.760823494
G02054,2015-2019,US,2054,ZCTA5 02054,8198,65,62,57,103,422,126,7363,0,1.549158331
G02056,2015-2019,US,2056,ZCTA5 02056,9497,65,44,140,49,104,0,9095,0,1.147730862
G02061,2015-2019,US,2061,ZCTA5 02061,10874,192,135,144,96,119,75,10113,0,3.007173073
G02062,2015-2019,US,2062,ZCTA5 02062,28908,1243,1107,628,395,832,322,24381,0,8.129237581
G02066,2015-2019,US,2066,ZCTA5 02066,18078,197,342,310,287,309,112,16521,0,2.981524505
G02067,2015-2019,US,2067,ZCTA5 02067,18421,181,99,159,119,257,55,17551,0,1.520004343
G02071,2015-2019,US,2071,ZCTA5 02071,646,37,0,0,0,18,0,591,0,5.72755418
G02072,2015-2019,US,2072,ZCTA5 02072,28352,789,1283,784,354,1158,394,23590,0,7.308126411
G02081,2015-2019,US,2081,ZCTA5 02081,19733,522,209,468,296,870,25,17343,0,3.704454467
G02090,2015-2019,US,2090,ZCTA5 02090,16106,289,82,42,220,231,52,15190,0,2.303489383
G02093,2015-2019,US,2093,ZCTA5 02093,11529,196,240,226,52,191,184,10440,0,3.781767716
G02108,2015-2019,US,2108,ZCTA5 02108,4059,277,107,37,37,7,78,3516,0,9.460458241
G02109,2015-2019,US,2109,ZCTA5 02109,4099,201,254,45,4,127,6,3462,0,11.10026836
G02110,2015-2019,US,2110,ZCTA5 02110,2314,90,127,15,15,14,43,2010,0,9.377700951
G02111,2015-2019,US,2111,ZCTA5 02111,6720,872,884,448,191,347,175,3803,0,26.13095238
G02113,2015-2019,US,2113,ZCTA5 02113,6957,325,249,107,18,154,31,6073,0,8.250682766
G02114,2015-2019,US,2114,ZCTA5 02114,12625,798,540,312,111,369,78,10417,0,10.5980198
G02115,2015-2019,US,2115,ZCTA5 02115,16091,3552,1783,813,401,915,345,8282,0,33.15517991
G02116,2015-2019,US,2116,ZCTA5 02116,20742,1236,1112,507,451,619,234,16583,0,11.320027
G02118,2015-2019,US,2118,ZCTA5 02118,26741,3493,3106,1185,1356,840,414,16347,0,24.67746158
G02119,2015-2019,US,2119,ZCTA5 02119,27610,4327,3894,1991,1893,2205,738,12562,0,29.77544368
G02120,2015-2019,US,2120,ZCTA5 02120,13265,3499,1734,638,777,800,234,5583,0,39.44967961
G02121,2015-2019,US,2121,ZCTA5 02121,30135,3903,5765,1763,1696,2325,1078,13605,0,32.08229633
G02122,2015-2019,US,2122,ZCTA5 02122,24310,1865,2623,1593,920,1681,397,15231,0,18.46153846
G02124,2015-2019,US,2124,ZCTA5 02124,56187,5526,6518,2519,2241,2929,1473,34981,0,21.43556339
G02125,2015-2019,US,2125,ZCTA5 02125,34748,3510,4103,1617,1436,2345,431,21306,0,21.90917463
G02126,2015-2019,US,2126,ZCTA5 02126,29350,2668,3373,988,1291,1491,784,18755,0,20.58262351
G02127,2015-2019,US,2127,ZCTA5 02127,37457,2738,2618,1000,855,1198,363,28685,0,14.29906293
G02128,2015-2019,US,2128,ZCTA5 02128,47038,3448,4100,2674,3022,4046,1665,28083,0,16.04660062
G02129,2015-2019,US,2129,ZCTA5 02129,19800,964,1895,550,249,632,146,15364,0,14.43939394
G02130,2015-2019,US,2130,ZCTA5 02130,39417,2595,2780,1548,1128,1317,393,29656,0,13.63624832
G02131,2015-2019,US,2131,ZCTA5 02131,33872,1767,1911,1107,1165,2157,450,25315,0,10.85852622
G02132,2015-2019,US,2132,ZCTA5 02132,27424,460,951,975,422,820,185,23611,0,5.145128355
G02134,2015-2019,US,2134,ZCTA5 02134,19740,3473,1473,907,412,797,487,12191,0,25.05572442
G02135,2015-2019,US,2135,ZCTA5 02135,44502,3924,3504,1775,976,1866,1118,31339,0,16.69138466
G02136,2015-2019,US,2136,ZCTA5 02136,34840,2015,2969,1002,1105,1541,976,25232,0,14.3053961
G02138,2015-2019,US,2138,ZCTA5 02138,28578,1850,1092,282,285,882,476,23711,0,10.29463223
G02139,2015-2019,US,2139,ZCTA5 02139,32959,2208,1608,1061,590,1111,378,26003,0,11.57802118
G02140,2015-2019,US,2140,ZCTA5 02140,21443,1315,1863,402,280,1124,156,16303,0,14.8206874
G02141,2015-2019,US,2141,ZCTA5 02141,14513,1127,1385,266,554,470,327,10384,0,17.30861986
G02142,2015-2019,US,2142,ZCTA5 02142,3301,277,81,65,7,54,13,2804,0,10.84519842
G02143,2015-2019,US,2143,ZCTA5 02143,25260,1658,1330,776,632,559,290,20015,0,11.82897862
G02144,2015-2019,US,2144,ZCTA5 02144,24364,1461,1309,469,645,614,235,19631,0,11.3692333
G02145,2015-2019,US,2145,ZCTA5 02145,28318,1576,1652,967,1307,1425,708,20683,0,11.39911011
G02148,2015-2019,US,2148,ZCTA5 02148,60831,4539,4861,3521,2441,3668,734,41067,0,15.4526475
G02149,2015-2019,US,2149,ZCTA5 02149,45886,2500,3298,2419,1324,3930,1251,31164,0,12.63566229
G02150,2015-2019,US,2150,ZCTA5 02150,39523,2655,4507,2719,2093,3394,1117,23038,0,18.12109405
G02151,2015-2019,US,2151,ZCTA5 02151,53288,2595,4191,2492,2474,4047,2290,35199,0,12.73457439
G02152,2015-2019,US,2152,ZCTA5 02152,18508,549,1073,597,510,615,173,14991,0,8.763777826
G02155,2015-2019,US,2155,ZCTA5 02155,55237,2271,2564,1731,1295,1902,1074,44400,0,8.753190796
G02163,2015-2019,US,2163,ZCTA5 02163,891,179,114,28,39,28,30,473,0,32.88439955
G02169,2015-2019,US,2169,ZCTA5 02169,56231,2914,4102,2148,2114,2296,1548,41109,0,12.47710338
G02170,2015-2019,US,2170,ZCTA5 02170,19360,1042,766,976,572,891,573,14540,0,9.338842975
G02171,2015-2019,US,2171,ZCTA5 02171,17695,473,1205,367,381,994,430,13845,0,9.482904775
G02176,2015-2019,US,2176,ZCTA5 02176,27849,580,554,713,549,857,95,24501,0,4.071959496
G02180,2015-2019,US,2180,ZCTA5 02180,23077,596,566,276,197,397,287,20758,0,5.035316549
G02184,2015-2019,US,2184,ZCTA5 02184,36652,772,921,790,796,1341,462,31570,0,4.619120375
G02186,2015-2019,US,2186,ZCTA5 02186,25789,846,358,214,323,651,265,23132,0,4.668657179
G02188,2015-2019,US,2188,ZCTA5 02188,15561,295,281,492,463,400,203,13427,0,3.701561596
G02189,2015-2019,US,2189,ZCTA5 02189,15162,776,457,567,324,643,620,11775,0,8.132172537
G02190,2015-2019,US,2190,ZCTA5 02190,17237,447,486,253,150,643,574,14684,0,5.412774845
G02191,2015-2019,US,2191,ZCTA5 02191,8321,344,277,131,133,362,127,6947,0,7.463045307
G02199,2015-2019,US,2199,ZCTA5 02199,1157,142,84,10,36,28,10,847,0,19.53327571
G02203,2015-2019,US,2203,ZCTA5 02203,30,0,0,30,0,0,0,0,0,0
G02210,2015-2019,US,2210,ZCTA5 02210,3502,35,24,20,9,26,5,3383,0,1.684751571
G02215,2015-2019,US,2215,ZCTA5 02215,13336,3681,1121,252,232,607,84,7359,0,36.00779844
G02301,2015-2019,US,2301,ZCTA5 02301,62368,5192,5401,3181,3206,4492,1772,39124,0,16.98467163
G02302,2015-2019,US,2302,ZCTA5 02302,31874,1452,1905,1299,706,1639,1057,23816,0,10.53209512
